,question,answer
624,You lied!  You cheated!  We're way past 750 leagues!,"Six days ago, yes."
625,"Six days ago, yes.",You must be mad...!
626,You must be mad...!,We have to keep the hopes of these men alive!
627,We have to keep the hopes of these men alive!,"We're on the verge of a mutiny, Colon!"
628,"We're on the verge of a mutiny, Colon!",You think I don't know that?
629,You think I don't know that?,We're lost!
630,We're lost!,The land is there.  I know it!
633,"And then what?  Half of the water has gone, the rest is nearly putrid! You know that!",Jesus Maria!  I should have never listened to you!
634,Jesus Maria!  I should have never listened to you!,"You never did.  You did all the talking for both of us, remember?"
635,"You never did.  You did all the talking for both of us, remember?",You bloody...
636,You bloody...,"Pinzon, Pinzon... All we can do now is go forward!  Think about that!"
637,"Pinzon, Pinzon... All we can do now is go forward!  Think about that!",You tell that to them!
638,You tell that to them!,You're right.  Let the men decide.
639,"Is that the man I knew, Treasurer Sanchez?","Yes, Your Majesty."
640,"You were right, Don Sanchez... His demands could never be granted.","Never, Your Majesty.  Although..."
641,... Into a monk...,"Yes.  It would be a pity, wouldn't it?  Call him back!"
643,... But there is worse.  He ordered the execution of five members of the nobility...,"Is this true, Brother Buyl?"
644,"Then, what do you suggest, Don Sanchez?",He must be replaced.
645,He must be replaced.,"And who would you think of, for such a task?"
646,"I know, I should not tolerate his impertinence.",Then why?
647,Then why?,Because he is not afraid of me.
648,Are you my attorney?  I'm Emil.  I'm insane.,I'm not your lawyer until I see the money.
649,I'm not your lawyer until I see the money.,Here.  I have your money.
650,Oh no!  No!  Shit!,Emil.  Take it easy.  Stay with me.  Sit down.  What do you need?  What are you looking for?
651,Emil.  Take it easy.  Stay with me.  Sit down.  What do you need?  What are you looking for?,He has the camera!  He took the movie!
652,Don't say anything.,Where are we going?
653,Where are we going?,I'm coming with you.
654,I'm coming with you.,"Yes.  Yes, come with me!"
655,"Yes.  Yes, come with me!",I'm invoking rights - this man is represented by counsel.  I'm coming with him.
657,You bring the cigarettes?,"Oh, sure."
658,...delusions and paranoia.,I was all of these.
659,I was all of these.,"Well, you didn't appreciate the severity of it until recently.  No question about that."
660,"Well, you didn't appreciate the severity of it until recently.  No question about that.",What about Oleg?
661,What about Oleg?,Disappeared.  They're looking everywhere.  Maybe he went back to Czechoslovakia.
662,Disappeared.  They're looking everywhere.  Maybe he went back to Czechoslovakia.,"No, he is here.  Shit..."
663,"No, he is here.  Shit...",Don't worry about him.  Think about yourself.
664,Don't worry about him.  Think about yourself.,What about my movie rights?  Book rights?
665,What about my movie rights?  Book rights?,"Look, I haven't really focused on that kind of thing."
666,"Look, I haven't really focused on that kind of thing.",What's your cut?  How much?
667,What's your cut?  How much?,I would say...half.  Half is fair.
668,I would say...half.  Half is fair.,No.  No way.
669,No.  No way.,But it's...
672,"This is not about money, Emil.  I need your trust in me.",What else do you need?
673,What else do you need?,I need to know about your background.  I need to know about your upbringing.  Why you're here.
674,I need to know about your background.  I need to know about your upbringing.  Why you're here.,"Give me another one, please."
675,Tell me about yourself.  What you did as a young boy... what your parents were like.,My father always degraded me.  Killed my self-esteem.  And my mother was blind.
676,My father always degraded me.  Killed my self-esteem.  And my mother was blind.,Your mother was blind?
677,Your mother was blind?,"Yeah, she went blind giving birth to me. She went to fucking black market doctor to induce me."
678,"Yeah, she went blind giving birth to me. She went to fucking black market doctor to induce me.",Back in the Czech Republic?
681,Your father blamed you for your mother's blindness?,"Yeah, he hated me from day when I was born.  Put it out.  Can you put the cigarette out?"
682,That's what he did to me.  He put cigarettes out on me.,Your father put cigarettes out on you?
683,Your father put cigarettes out on you?,Out on my back when I was a small boy.
684,Out on my back when I was a small boy.,Can I see your back?
685,I'm abused.  Don't you think?,"I don't think it's abuse, I think it's torture."
686,"...so we kill someone famous and if we are caught, we are sent to mental hospital...","Officers, there's your killer, do your duty, arrest him!"
688,Alright.  That's a justifiable homicide.,"Yes, but he was a cop."
689,Now I become custody of police department?,If you cooperate with the DA - maybe they'll help you with your situation.
690,If you cooperate with the DA - maybe they'll help you with your situation.,I will if they don't send me back.
691,I will if they don't send me back.,They won't until this is over.
692,Are you married?,Divorced.
694,I can't take you to my place.,Somewhere else?
695,The men are out of quarters - practicing putting out fires.,So...the station is empty?
696,So...the station is empty?,Yeah.  This way.
697,You considered becoming a prostitute?,"Yes, I considered it."
698,"Yes, I considered it.",Did you ever turn tricks before?
703,So you were never a prostitute?,What are you asking me?
704,What are you asking me?,I'm just trying to find out who you are.
709,Are you alright?,I still can't believe Eddie's gone.
710,I still can't believe Eddie's gone.,I'm sorry.
711,Is he your boyfriend?,Ludwig?  He's gay - are you jealous?
712,Ludwig?  He's gay - are you jealous?,"If I was your boyfriend, I might be."
714,A good Immigration lawyer could stall the process.  Eddie recommended one.,No matter what happens...I'm glad I met you.
715,No matter what happens...I'm glad I met you.,I'm glad I met you.
717,Do you have coffee?,In the kitchen.
718,In the kitchen.,I'll make some for us.
719,I'll make some for us.,I'll get my clothes.
720,What are you doing?,Pouring it out!
721,Forget about me.  You have enough problems of your own.,...Do you really want me to forget about you?
722,...Do you really want me to forget about you?,I don't want to drag you down with me.
723,I don't want to drag you down with me.,"Daphne, I..."
724,"I told your partner, I can't help.  I didn't see anything.","C'mon, start at the beginning.  You know these people?"
725,"C'mon, start at the beginning.  You know these people?","Tamina was a friend of mine.  My shower was broken, she let me use theirs."
727,"Whether you tell us or not, we'll find out.  Better if it comes from you.","If I tell you, will you arrest me?"
728,"If I tell you, will you arrest me?",Arrest you for what?  Why would we arrest you?
729,Are you here illegally?  Don't worry about that.  We'll talk to Immigration. They won't deport you.,"No, no, don't talk to Immigration!"
737,Oh yeah...?  Alright.,I'm ready to be briefed.  Excuse us.
738,I'm ready to be briefed.  Excuse us.,"Yeah, sure.  Beep me when you're ready for the press conference."
739,Who did cause and origin?,"Who do you think, Chief?!"
740,"Who do you think, Chief?!",Then why didn't you talk to the reporter?
741,Then why didn't you talk to the reporter?,"'Cause we got more important things to do, like finding out who did it."
743,Ladder 20 was on the Rock for training. We stopped there... so she could get cleaned up.,"What do you mean, 'cleaned up?'"
744,"What do you mean, 'cleaned up?'",I let her take a shower.
745,I let her take a shower.,"A shower!?  Did you take one, too?"
746,"A shower!?  Did you take one, too?",No!  Nothing happened.
748,Chief - mind if I take her?,Okay.  But not water sports.
750,What was I supposed to do?  The guy tried to mug me.  I was gonna send a cop back - I just forgot.,Forgot?  You handcuffed a civilian to a tree?!
751,Forgot?  You handcuffed a civilian to a tree?!,Chief - I know I screwed up - but this guy was no innocent civilian.
752,Chief - I know I screwed up - but this guy was no innocent civilian.,Well this is gonna end your career and probably mine.
753,Well this is gonna end your career and probably mine.,End my career?
756,But Chief?  Over this??,There's nothing to talk about.  Get a good lawyer.  You're suspended until your trial.
758,"Yeah, right.","What was that, Korfin?"
759,"What was that, Korfin?","I said, yeah, you're right, Chief.  As soon as we get somethin' we'll let you alert the media."
